Attendance_ID,Employee_ID,Date,Status,Working_Hours
AT22304,EMP0744,2025-01-14,Present,8.2
AT22305,EMP0744,2025-01-15,Present,8.7
AT22306,EMP0744,2025-01-16,Leave,7.0
AT22307,EMP0744,2025-01-17,Present,8.9
AT22308,EMP0744,2025-01-18,Leave,7.4
AT22309,EMP0744,2025-01-19,Present,8.3
AT22310,EMP0744,2025-01-20,Present,8.8
AT22311,EMP0744,2025-01-21,Present,8.3
AT22312,EMP0744,2025-01-22,Present,8.0
AT22313,EMP0744,2025-01-23,Present,7.9
AT22314,EMP0744,2025-01-24,Present,7.9
AT22315,EMP0744,2025-01-25,Present,7.5
AT22316,EMP0744,2025-01-26,Leave,8.5
AT22317,EMP0744,2025-01-27,Present,7.3
AT22318,EMP0744,2025-01-28,Present,8.7
AT22319,EMP0744,2025-01-29,Present,7.1
AT22320,EMP0744,2025-01-30,Present,8.2
AT22321,EMP0745,2025-01-01,Present,8.2
AT22322,EMP0745,2025-01-02,Present,8.9
AT22323,EMP0745,2025-01-03,Present,7.8
AT22324,EMP0745,2025-01-04,WFH,9.0
AT22325,EMP0745,2025-01-05,Present,7.3
AT22326,EMP0745,2025-01-06,Present,7.5
AT22327,EMP0745,2025-01-07,Present,7.1
AT22328,EMP0745,2025-01-08,Present,8.6
AT22329,EMP0745,2025-01-09,Present,7.7
AT22330,EMP0745,2025-01-10,Present,7.8
AT22331,EMP0745,2025-01-11,Present,8.3
AT22332,EMP0745,2025-01-12,Present,8.3
AT22333,EMP0745,2025-01-13,Present,8.4
AT22334,EMP0745,2025-01-14,Present,8.6
AT22335,EMP0745,2025-01-15,Present,7.6
AT22336,EMP0745,2025-01-16,WFH,8.4
AT22337,EMP0745,2025-01-17,Present,7.4
AT22338,EMP0745,2025-01-18,Present,7.3
AT22339,EMP0745,2025-01-19,Present,8.8
AT22340,EMP0745,2025-01-20,Present,8.8
AT22341,EMP0745,2025-01-21,Present,7.7
AT22342,EMP0745,2025-01-22,Present,7.8
AT22343,EMP0745,2025-01-23,Present,8.1
AT22344,EMP0745,2025-01-24,Present,8.2
AT22345,EMP0745,2025-01-25,Present,8.1
AT22346,EMP0745,2025-01-26,Present,7.8
AT22347,EMP0745,2025-01-27,Present,8.0
AT22348,EMP0745,2025-01-28,Present,8.1
AT22349,EMP0745,2025-01-29,Present,7.1
AT22350,EMP0745,2025-01-30,Present,7.4
AT22351,EMP0746,2025-01-01,Present,7.9
AT22352,EMP0746,2025-01-02,Present,7.0
AT22353,EMP0746,2025-01-03,Present,8.2
AT22354,EMP0746,2025-01-04,Present,9.0
AT22355,EMP0746,2025-01-05,Present,8.7
AT22356,EMP0746,2025-01-06,Present,8.7
AT22357,EMP0746,2025-01-07,Present,8.6
AT22358,EMP0746,2025-01-08,Leave,8.3
AT22359,EMP0746,2025-01-09,Present,8.4
AT22360,EMP0746,2025-01-10,Present,7.4
AT22361,EMP0746,2025-01-11,Absent,0.0
AT22362,EMP0746,2025-01-12,Present,8.1
AT22363,EMP0746,2025-01-13,Present,8.5
AT22364,EMP0746,2025-01-14,Present,8.6
AT22365,EMP0746,2025-01-15,Present,8.5
AT22366,EMP0746,2025-01-16,Present,7.7
AT22367,EMP0746,2025-01-17,Present,7.6
AT22368,EMP0746,2025-01-18,Present,7.2
AT22369,EMP0746,2025-01-19,Present,8.6
AT22370,EMP0746,2025-01-20,Present,7.3
AT22371,EMP0746,2025-01-21,Present,7.7
AT22372,EMP0746,2025-01-22,Present,7.9
AT22373,EMP0746,2025-01-23,Present,8.7
AT22374,EMP0746,2025-01-24,Present,9.0
AT22375,EMP0746,2025-01-25,Present,8.3
AT22376,EMP0746,2025-01-26,Present,8.5
AT22377,EMP0746,2025-01-27,Present,8.7
AT22378,EMP0746,2025-01-28,Present,7.0
AT22379,EMP0746,2025-01-29,Leave,7.7
AT22380,EMP0746,2025-01-30,WFH,8.3
AT22381,EMP0747,2025-01-01,Present,8.2
AT22382,EMP0747,2025-01-02,WFH,7.7
AT22383,EMP0747,2025-01-03,Present,7.9
AT22384,EMP0747,2025-01-04,WFH,8.5
AT22385,EMP0747,2025-01-05,Present,8.9
AT22386,EMP0747,2025-01-06,Present,7.6
AT22387,EMP0747,2025-01-07,Present,8.6
AT22388,EMP0747,2025-01-08,Present,8.0
AT22389,EMP0747,2025-01-09,Absent,0.0
AT22390,EMP0747,2025-01-10,Present,7.9
AT22391,EMP0747,2025-01-11,Present,7.9
AT22392,EMP0747,2025-01-12,Present,7.6
AT22393,EMP0747,2025-01-13,Present,7.8
AT22394,EMP0747,2025-01-14,Present,9.0
AT22395,EMP0747,2025-01-15,Present,8.0
AT22396,EMP0747,2025-01-16,Present,8.5
AT22397,EMP0747,2025-01-17,Present,8.7
AT22398,EMP0747,2025-01-18,Present,7.2
AT22399,EMP0747,2025-01-19,Present,7.0
AT22400,EMP0747,2025-01-20,Present,8.5
AT22401,EMP0747,2025-01-21,Present,8.3
AT22402,EMP0747,2025-01-22,Present,8.6
AT22403,EMP0747,2025-01-23,Present,8.2
AT22404,EMP0747,2025-01-24,Present,7.2
AT22405,EMP0747,2025-01-25,Present,7.7
AT22406,EMP0747,2025-01-26,Leave,7.9
AT22407,EMP0747,2025-01-27,Present,7.9
AT22408,EMP0747,2025-01-28,Present,8.6
AT22409,EMP0747,2025-01-29,Present,8.9
AT22410,EMP0747,2025-01-30,Present,7.8
AT22411,EMP0748,2025-01-01,Leave,8.9
AT22412,EMP0748,2025-01-02,Present,7.3
AT22413,EMP0748,2025-01-03,Present,7.4
AT22414,EMP0748,2025-01-04,Present,8.5
AT22415,EMP0748,2025-01-05,Present,7.9
AT22416,EMP0748,2025-01-06,Present,7.7
AT22417,EMP0748,2025-01-07,Present,7.9
AT22418,EMP0748,2025-01-08,Present,7.5
AT22419,EMP0748,2025-01-09,Present,8.5
AT22420,EMP0748,2025-01-10,Present,7.8
AT22421,EMP0748,2025-01-11,Present,7.8
AT22422,EMP0748,2025-01-12,Present,7.8
AT22423,EMP0748,2025-01-13,Leave,8.4
AT22424,EMP0748,2025-01-14,Present,8.5
AT22425,EMP0748,2025-01-15,WFH,8.1
AT22426,EMP0748,2025-01-16,Leave,7.6
AT22427,EMP0748,2025-01-17,Present,7.0
AT22428,EMP0748,2025-01-18,Present,7.1
AT22429,EMP0748,2025-01-19,Present,9.0
AT22430,EMP0748,2025-01-20,Present,7.0
AT22431,EMP0748,2025-01-21,Absent,0.0
AT22432,EMP0748,2025-01-22,WFH,8.3
AT22433,EMP0748,2025-01-23,Present,7.5
AT22434,EMP0748,2025-01-24,Present,7.2
AT22435,EMP0748,2025-01-25,Present,8.9
AT22436,EMP0748,2025-01-26,Present,7.1
AT22437,EMP0748,2025-01-27,Present,7.5
AT22438,EMP0748,2025-01-28,Present,8.4
AT22439,EMP0748,2025-01-29,Present,7.4
AT22440,EMP0748,2025-01-30,Present,7.6
AT22441,EMP0749,2025-01-01,Absent,0.0
AT22442,EMP0749,2025-01-02,Present,7.5
AT22443,EMP0749,2025-01-03,Present,7.4
AT22444,EMP0749,2025-01-04,Present,8.3
AT22445,EMP0749,2025-01-05,Present,8.7
AT22446,EMP0749,2025-01-06,Present,9.0
AT22447,EMP0749,2025-01-07,Present,9.0
AT22448,EMP0749,2025-01-08,Present,8.2
AT22449,EMP0749,2025-01-09,Present,7.9
AT22450,EMP0749,2025-01-10,Present,7.2
AT22451,EMP0749,2025-01-11,Present,9.0
AT22452,EMP0749,2025-01-12,Present,8.2
AT22453,EMP0749,2025-01-13,Present,7.3
AT22454,EMP0749,2025-01-14,Present,8.0
AT22455,EMP0749,2025-01-15,Present,8.4
AT22456,EMP0749,2025-01-16,Present,7.2
AT22457,EMP0749,2025-01-17,Present,7.8
AT22458,EMP0749,2025-01-18,Present,7.2
AT22459,EMP0749,2025-01-19,Present,8.5
AT22460,EMP0749,2025-01-20,Present,8.2
AT22461,EMP0749,2025-01-21,Present,8.9
AT22462,EMP0749,2025-01-22,Present,8.3
AT22463,EMP0749,2025-01-23,Present,8.4
AT22464,EMP0749,2025-01-24,Present,8.7
AT22465,EMP0749,2025-01-25,Present,8.7
AT22466,EMP0749,2025-01-26,Present,7.8
AT22467,EMP0749,2025-01-27,Present,7.1
AT22468,EMP0749,2025-01-28,Absent,0.0
AT22469,EMP0749,2025-01-29,Present,8.7
AT22470,EMP0749,2025-01-30,Present,7.2
AT22471,EMP0750,2025-01-01,Present,7.3
AT22472,EMP0750,2025-01-02,Present,7.6
AT22473,EMP0750,2025-01-03,Present,8.1
AT22474,EMP0750,2025-01-04,Present,7.0
AT22475,EMP0750,2025-01-05,Present,8.2
AT22476,EMP0750,2025-01-06,Present,8.5
AT22477,EMP0750,2025-01-07,Leave,7.7
AT22478,EMP0750,2025-01-08,Present,7.5
AT22479,EMP0750,2025-01-09,Present,8.7
AT22480,EMP0750,2025-01-10,Present,7.4
AT22481,EMP0750,2025-01-11,Present,8.1
AT22482,EMP0750,2025-01-12,Present,8.4
AT22483,EMP0750,2025-01-13,Present,7.8
AT22484,EMP0750,2025-01-14,Present,7.2
AT22485,EMP0750,2025-01-15,Present,8.2
AT22486,EMP0750,2025-01-16,Present,7.7
AT22487,EMP0750,2025-01-17,Present,8.5
AT22488,EMP0750,2025-01-18,Absent,0.0
AT22489,EMP0750,2025-01-19,Present,7.7
AT22490,EMP0750,2025-01-20,Present,7.8
AT22491,EMP0750,2025-01-21,Absent,0.0
AT22492,EMP0750,2025-01-22,Present,8.5
AT22493,EMP0750,2025-01-23,Present,8.6
AT22494,EMP0750,2025-01-24,WFH,7.2
AT22495,EMP0750,2025-01-25,Present,9.0
AT22496,EMP0750,2025-01-26,Present,7.1
AT22497,EMP0750,2025-01-27,Present,8.5
AT22498,EMP0750,2025-01-28,Present,8.7
AT22499,EMP0750,2025-01-29,Present,8.9
AT22500,EMP0750,2025-01-30,Present,8.8
AT22501,EMP0751,2025-01-01,WFH,7.2
AT22502,EMP0751,2025-01-02,Present,8.7
AT22503,EMP0751,2025-01-03,Present,7.1
AT22504,EMP0751,2025-01-04,Leave,7.1
AT22505,EMP0751,2025-01-05,Present,7.4
AT22506,EMP0751,2025-01-06,Present,7.5
AT22507,EMP0751,2025-01-07,Present,8.9
AT22508,EMP0751,2025-01-08,Present,7.8
AT22509,EMP0751,2025-01-09,Present,8.5
AT22510,EMP0751,2025-01-10,Present,8.3
AT22511,EMP0751,2025-01-11,Present,8.1
AT22512,EMP0751,2025-01-12,Present,8.4
AT22513,EMP0751,2025-01-13,Present,7.5
AT22514,EMP0751,2025-01-14,Present,7.6
AT22515,EMP0751,2025-01-15,Present,7.7
AT22516,EMP0751,2025-01-16,Present,7.3
AT22517,EMP0751,2025-01-17,Present,8.9
AT22518,EMP0751,2025-01-18,Present,8.3
AT22519,EMP0751,2025-01-19,Present,8.5
AT22520,EMP0751,2025-01-20,Present,7.6
AT22521,EMP0751,2025-01-21,Present,7.2
AT22522,EMP0751,2025-01-22,Leave,7.8
AT22523,EMP0751,2025-01-23,Present,7.9
AT22524,EMP0751,2025-01-24,Present,7.3
AT22525,EMP0751,2025-01-25,Present,8.5
AT22526,EMP0751,2025-01-26,Present,9.0
AT22527,EMP0751,2025-01-27,Present,7.0
AT22528,EMP0751,2025-01-28,WFH,8.8
AT22529,EMP0751,2025-01-29,Present,8.8
AT22530,EMP0751,2025-01-30,Present,7.9
AT22531,EMP0752,2025-01-01,Leave,8.8
AT22532,EMP0752,2025-01-02,Present,7.3
AT22533,EMP0752,2025-01-03,Present,7.2
AT22534,EMP0752,2025-01-04,Present,8.7
AT22535,EMP0752,2025-01-05,Present,8.2
AT22536,EMP0752,2025-01-06,Present,8.4
AT22537,EMP0752,2025-01-07,Present,8.1
AT22538,EMP0752,2025-01-08,Present,7.9
AT22539,EMP0752,2025-01-09,Present,7.5
AT22540,EMP0752,2025-01-10,Present,7.5
AT22541,EMP0752,2025-01-11,Present,7.7
AT22542,EMP0752,2025-01-12,Present,7.1
AT22543,EMP0752,2025-01-13,Present,8.2
AT22544,EMP0752,2025-01-14,Present,8.1
AT22545,EMP0752,2025-01-15,Present,7.8
AT22546,EMP0752,2025-01-16,Present,7.4
AT22547,EMP0752,2025-01-17,Present,7.1
AT22548,EMP0752,2025-01-18,Present,7.4
AT22549,EMP0752,2025-01-19,Present,7.9
AT22550,EMP0752,2025-01-20,Present,8.6
AT22551,EMP0752,2025-01-21,Present,7.2
AT22552,EMP0752,2025-01-22,Present,7.3
AT22553,EMP0752,2025-01-23,Present,8.0
AT22554,EMP0752,2025-01-24,Leave,8.4
AT22555,EMP0752,2025-01-25,Present,7.2
AT22556,EMP0752,2025-01-26,Present,8.6
AT22557,EMP0752,2025-01-27,Present,7.0
AT22558,EMP0752,2025-01-28,Leave,8.1
AT22559,EMP0752,2025-01-29,Present,8.6
AT22560,EMP0752,2025-01-30,Present,8.5
AT22561,EMP0753,2025-01-01,Present,8.0
AT22562,EMP0753,2025-01-02,WFH,7.7
AT22563,EMP0753,2025-01-03,Present,7.8
AT22564,EMP0753,2025-01-04,Present,7.4
AT22565,EMP0753,2025-01-05,Present,8.4
AT22566,EMP0753,2025-01-06,Present,8.9
AT22567,EMP0753,2025-01-07,Leave,8.7
AT22568,EMP0753,2025-01-08,Present,8.0
AT22569,EMP0753,2025-01-09,Present,7.4
AT22570,EMP0753,2025-01-10,Present,7.8
AT22571,EMP0753,2025-01-11,Present,7.4
AT22572,EMP0753,2025-01-12,Present,8.1
AT22573,EMP0753,2025-01-13,Present,7.2
AT22574,EMP0753,2025-01-14,Present,8.5
AT22575,EMP0753,2025-01-15,Present,8.5
AT22576,EMP0753,2025-01-16,Present,7.3
AT22577,EMP0753,2025-01-17,Leave,8.9
AT22578,EMP0753,2025-01-18,Present,8.5
AT22579,EMP0753,2025-01-19,Present,7.8
AT22580,EMP0753,2025-01-20,WFH,7.9
AT22581,EMP0753,2025-01-21,Present,8.6
AT22582,EMP0753,2025-01-22,Present,8.0
AT22583,EMP0753,2025-01-23,Present,7.2
AT22584,EMP0753,2025-01-24,Present,7.2
AT22585,EMP0753,2025-01-25,Present,7.9
AT22586,EMP0753,2025-01-26,Present,8.2
AT22587,EMP0753,2025-01-27,Present,7.4
AT22588,EMP0753,2025-01-28,Present,8.1
AT22589,EMP0753,2025-01-29,Present,8.1
AT22590,EMP0753,2025-01-30,Present,8.3
AT22591,EMP0754,2025-01-01,Present,7.7
AT22592,EMP0754,2025-01-02,Present,7.9
AT22593,EMP0754,2025-01-03,Absent,0.0
AT22594,EMP0754,2025-01-04,Present,9.0
AT22595,EMP0754,2025-01-05,Present,8.1
AT22596,EMP0754,2025-01-06,Present,7.6
AT22597,EMP0754,2025-01-07,Present,7.2
AT22598,EMP0754,2025-01-08,Absent,0.0
AT22599,EMP0754,2025-01-09,Leave,7.9
AT22600,EMP0754,2025-01-10,Present,7.7
AT22601,EMP0754,2025-01-11,Present,7.1
AT22602,EMP0754,2025-01-12,Present,8.2
AT22603,EMP0754,2025-01-13,Present,7.9
AT22604,EMP0754,2025-01-14,WFH,8.0
AT22605,EMP0754,2025-01-15,Present,7.2
AT22606,EMP0754,2025-01-16,Present,8.2
AT22607,EMP0754,2025-01-17,Present,7.1
AT22608,EMP0754,2025-01-18,Present,7.3
AT22609,EMP0754,2025-01-19,Present,8.3
AT22610,EMP0754,2025-01-20,WFH,7.5
AT22611,EMP0754,2025-01-21,Present,8.4
AT22612,EMP0754,2025-01-22,Leave,8.5
AT22613,EMP0754,2025-01-23,Present,7.9
AT22614,EMP0754,2025-01-24,Present,7.7
AT22615,EMP0754,2025-01-25,Present,7.4
AT22616,EMP0754,2025-01-26,Present,7.0
AT22617,EMP0754,2025-01-27,Present,7.2
AT22618,EMP0754,2025-01-28,Present,8.3
AT22619,EMP0754,2025-01-29,Present,8.0
AT22620,EMP0754,2025-01-30,Present,7.8
AT22621,EMP0755,2025-01-01,Leave,8.3
AT22622,EMP0755,2025-01-02,Present,7.3
AT22623,EMP0755,2025-01-03,Present,8.9
AT22624,EMP0755,2025-01-04,Present,7.7
AT22625,EMP0755,2025-01-05,Present,8.6
AT22626,EMP0755,2025-01-06,Present,8.8
AT22627,EMP0755,2025-01-07,Present,8.9
AT22628,EMP0755,2025-01-08,Present,7.5
AT22629,EMP0755,2025-01-09,Present,7.3
AT22630,EMP0755,2025-01-10,Present,8.8
AT22631,EMP0755,2025-01-11,Present,8.9
AT22632,EMP0755,2025-01-12,Present,7.5
AT22633,EMP0755,2025-01-13,Present,7.7
AT22634,EMP0755,2025-01-14,Present,7.1
AT22635,EMP0755,2025-01-15,Present,8.4
AT22636,EMP0755,2025-01-16,Present,8.3
AT22637,EMP0755,2025-01-17,Present,7.4
AT22638,EMP0755,2025-01-18,Leave,7.3
AT22639,EMP0755,2025-01-19,Present,8.8
AT22640,EMP0755,2025-01-20,Present,8.6
AT22641,EMP0755,2025-01-21,Present,8.4
AT22642,EMP0755,2025-01-22,Present,8.7
AT22643,EMP0755,2025-01-23,Present,8.6
AT22644,EMP0755,2025-01-24,Present,7.0
AT22645,EMP0755,2025-01-25,Present,7.6
AT22646,EMP0755,2025-01-26,Present,8.3
AT22647,EMP0755,2025-01-27,Present,8.2
AT22648,EMP0755,2025-01-28,WFH,8.3
AT22649,EMP0755,2025-01-29,Present,7.8
AT22650,EMP0755,2025-01-30,Present,7.1
AT22651,EMP0756,2025-01-01,Present,8.4
AT22652,EMP0756,2025-01-02,Present,8.9
AT22653,EMP0756,2025-01-03,Present,8.8
AT22654,EMP0756,2025-01-04,Present,8.0
AT22655,EMP0756,2025-01-05,Present,8.0
AT22656,EMP0756,2025-01-06,Present,8.9
AT22657,EMP0756,2025-01-07,Present,7.4
AT22658,EMP0756,2025-01-08,Present,8.7
AT22659,EMP0756,2025-01-09,Present,8.5
AT22660,EMP0756,2025-01-10,Present,7.2
AT22661,EMP0756,2025-01-11,Present,8.5
AT22662,EMP0756,2025-01-12,Present,8.7
AT22663,EMP0756,2025-01-13,Present,8.6
AT22664,EMP0756,2025-01-14,Present,7.3
AT22665,EMP0756,2025-01-15,Present,8.5
AT22666,EMP0756,2025-01-16,Leave,7.7
AT22667,EMP0756,2025-01-17,Present,7.6
AT22668,EMP0756,2025-01-18,Present,7.1
AT22669,EMP0756,2025-01-19,Present,7.4
AT22670,EMP0756,2025-01-20,Leave,8.9
AT22671,EMP0756,2025-01-21,Present,8.4
AT22672,EMP0756,2025-01-22,Present,7.0
AT22673,EMP0756,2025-01-23,Present,8.1
AT22674,EMP0756,2025-01-24,WFH,7.1
AT22675,EMP0756,2025-01-25,Present,7.7
AT22676,EMP0756,2025-01-26,Present,7.1
AT22677,EMP0756,2025-01-27,Present,7.3
AT22678,EMP0756,2025-01-28,Present,7.9
AT22679,EMP0756,2025-01-29,Present,7.9
AT22680,EMP0756,2025-01-30,Present,7.4
AT22681,EMP0757,2025-01-01,Present,8.0
AT22682,EMP0757,2025-01-02,Present,7.9
AT22683,EMP0757,2025-01-03,Present,8.0
AT22684,EMP0757,2025-01-04,Present,8.4
AT22685,EMP0757,2025-01-05,Present,7.6
AT22686,EMP0757,2025-01-06,Present,8.1
AT22687,EMP0757,2025-01-07,Present,7.3
AT22688,EMP0757,2025-01-08,Present,7.4
AT22689,EMP0757,2025-01-09,Present,8.7
AT22690,EMP0757,2025-01-10,Present,9.0
AT22691,EMP0757,2025-01-11,Present,8.0
AT22692,EMP0757,2025-01-12,Absent,0.0
AT22693,EMP0757,2025-01-13,Present,7.8
AT22694,EMP0757,2025-01-14,Present,7.0
AT22695,EMP0757,2025-01-15,Present,7.8
AT22696,EMP0757,2025-01-16,Absent,0.0
AT22697,EMP0757,2025-01-17,Present,7.0
AT22698,EMP0757,2025-01-18,Present,8.5
AT22699,EMP0757,2025-01-19,Present,8.4
AT22700,EMP0757,2025-01-20,Leave,8.1
AT22701,EMP0757,2025-01-21,Present,8.5
AT22702,EMP0757,2025-01-22,Absent,0.0
AT22703,EMP0757,2025-01-23,Present,7.8
AT22704,EMP0757,2025-01-24,Present,9.0
AT22705,EMP0757,2025-01-25,Present,7.1
AT22706,EMP0757,2025-01-26,Present,7.1
AT22707,EMP0757,2025-01-27,Present,8.3
AT22708,EMP0757,2025-01-28,Present,8.1
AT22709,EMP0757,2025-01-29,Present,7.5
AT22710,EMP0757,2025-01-30,Present,8.6
AT22711,EMP0758,2025-01-01,Present,8.2
AT22712,EMP0758,2025-01-02,Present,7.8
AT22713,EMP0758,2025-01-03,Present,7.1
AT22714,EMP0758,2025-01-04,Present,8.0
AT22715,EMP0758,2025-01-05,Present,7.8
AT22716,EMP0758,2025-01-06,Present,8.7
AT22717,EMP0758,2025-01-07,Present,7.3
AT22718,EMP0758,2025-01-08,Present,7.3
AT22719,EMP0758,2025-01-09,Present,7.3
AT22720,EMP0758,2025-01-10,Absent,0.0
AT22721,EMP0758,2025-01-11,Present,7.2
AT22722,EMP0758,2025-01-12,Present,9.0
AT22723,EMP0758,2025-01-13,Present,8.0
AT22724,EMP0758,2025-01-14,Present,7.9
AT22725,EMP0758,2025-01-15,WFH,7.2
AT22726,EMP0758,2025-01-16,Present,7.0
AT22727,EMP0758,2025-01-17,Present,8.7
AT22728,EMP0758,2025-01-18,Present,8.0
AT22729,EMP0758,2025-01-19,WFH,8.4
AT22730,EMP0758,2025-01-20,Present,7.6
AT22731,EMP0758,2025-01-21,Present,7.0
AT22732,EMP0758,2025-01-22,Present,7.7
AT22733,EMP0758,2025-01-23,Present,8.6
AT22734,EMP0758,2025-01-24,Present,8.3
AT22735,EMP0758,2025-01-25,WFH,8.7
AT22736,EMP0758,2025-01-26,Present,7.2
AT22737,EMP0758,2025-01-27,Present,7.1
AT22738,EMP0758,2025-01-28,Absent,0.0
AT22739,EMP0758,2025-01-29,Present,7.5
AT22740,EMP0758,2025-01-30,Present,7.5
AT22741,EMP0759,2025-01-01,Present,8.8
AT22742,EMP0759,2025-01-02,Present,7.6
AT22743,EMP0759,2025-01-03,Present,7.9
AT22744,EMP0759,2025-01-04,Present,8.5
AT22745,EMP0759,2025-01-05,Present,7.5
AT22746,EMP0759,2025-01-06,Present,8.7
AT22747,EMP0759,2025-01-07,Present,7.1
AT22748,EMP0759,2025-01-08,Present,7.8
AT22749,EMP0759,2025-01-09,Present,7.0
AT22750,EMP0759,2025-01-10,Present,7.0
AT22751,EMP0759,2025-01-11,Present,8.5
AT22752,EMP0759,2025-01-12,Present,7.8
AT22753,EMP0759,2025-01-13,Present,7.0
AT22754,EMP0759,2025-01-14,Absent,0.0
AT22755,EMP0759,2025-01-15,WFH,7.2
AT22756,EMP0759,2025-01-16,Present,7.7
AT22757,EMP0759,2025-01-17,Leave,7.5
AT22758,EMP0759,2025-01-18,Present,7.7
AT22759,EMP0759,2025-01-19,WFH,7.5
AT22760,EMP0759,2025-01-20,Present,7.9
AT22761,EMP0759,2025-01-21,Present,8.1
AT22762,EMP0759,2025-01-22,Present,7.7
AT22763,EMP0759,2025-01-23,Present,8.7
AT22764,EMP0759,2025-01-24,Present,7.7
AT22765,EMP0759,2025-01-25,Present,8.2
AT22766,EMP0759,2025-01-26,Absent,0.0
AT22767,EMP0759,2025-01-27,Leave,8.9
AT22768,EMP0759,2025-01-28,Present,7.6
AT22769,EMP0759,2025-01-29,Present,8.7
AT22770,EMP0759,2025-01-30,Present,7.2
AT22771,EMP0760,2025-01-01,Absent,0.0
AT22772,EMP0760,2025-01-02,Present,8.4
AT22773,EMP0760,2025-01-03,Present,7.5
AT22774,EMP0760,2025-01-04,Present,8.5
AT22775,EMP0760,2025-01-05,Present,8.5
AT22776,EMP0760,2025-01-06,Present,7.9
AT22777,EMP0760,2025-01-07,Present,8.8
AT22778,EMP0760,2025-01-08,Present,8.2
AT22779,EMP0760,2025-01-09,Present,7.2
AT22780,EMP0760,2025-01-10,WFH,8.7
AT22781,EMP0760,2025-01-11,Present,8.3
AT22782,EMP0760,2025-01-12,Present,8.8
AT22783,EMP0760,2025-01-13,Present,8.1
AT22784,EMP0760,2025-01-14,Present,8.9
AT22785,EMP0760,2025-01-15,Present,7.2
AT22786,EMP0760,2025-01-16,Present,8.2
AT22787,EMP0760,2025-01-17,Leave,8.2
AT22788,EMP0760,2025-01-18,Present,8.8
AT22789,EMP0760,2025-01-19,Present,7.2
AT22790,EMP0760,2025-01-20,Absent,0.0
AT22791,EMP0760,2025-01-21,Present,8.3
AT22792,EMP0760,2025-01-22,Present,8.3
AT22793,EMP0760,2025-01-23,Absent,0.0
AT22794,EMP0760,2025-01-24,Present,7.5
AT22795,EMP0760,2025-01-25,Absent,0.0
AT22796,EMP0760,2025-01-26,Present,8.1
AT22797,EMP0760,2025-01-27,Present,9.0
AT22798,EMP0760,2025-01-28,Present,7.4
AT22799,EMP0760,2025-01-29,Present,7.9
AT22800,EMP0760,2025-01-30,WFH,7.7
AT22801,EMP0761,2025-01-01,Present,8.2
AT22802,EMP0761,2025-01-02,Present,8.0
AT22803,EMP0761,2025-01-03,Present,7.9
AT22804,EMP0761,2025-01-04,Present,8.5
AT22805,EMP0761,2025-01-05,Leave,7.2
AT22806,EMP0761,2025-01-06,Present,8.4
AT22807,EMP0761,2025-01-07,Present,8.6
AT22808,EMP0761,2025-01-08,Leave,9.0
AT22809,EMP0761,2025-01-09,Present,8.5
AT22810,EMP0761,2025-01-10,Present,8.2
AT22811,EMP0761,2025-01-11,Present,8.7
AT22812,EMP0761,2025-01-12,Present,8.9
AT22813,EMP0761,2025-01-13,Present,8.1
AT22814,EMP0761,2025-01-14,Present,7.7
AT22815,EMP0761,2025-01-15,Present,7.3
AT22816,EMP0761,2025-01-16,Present,8.7
AT22817,EMP0761,2025-01-17,Present,7.5
AT22818,EMP0761,2025-01-18,Present,8.1
AT22819,EMP0761,2025-01-19,Present,7.6
AT22820,EMP0761,2025-01-20,Present,7.2
AT22821,EMP0761,2025-01-21,Present,8.3
AT22822,EMP0761,2025-01-22,Present,8.8
AT22823,EMP0761,2025-01-23,Present,7.3
AT22824,EMP0761,2025-01-24,Absent,0.0
AT22825,EMP0761,2025-01-25,Present,7.2
AT22826,EMP0761,2025-01-26,Present,9.0
AT22827,EMP0761,2025-01-27,Present,7.3
AT22828,EMP0761,2025-01-28,Present,7.2
AT22829,EMP0761,2025-01-29,Present,7.1
AT22830,EMP0761,2025-01-30,Present,8.8
AT22831,EMP0762,2025-01-01,Leave,7.3
AT22832,EMP0762,2025-01-02,Present,8.1
AT22833,EMP0762,2025-01-03,WFH,7.0
AT22834,EMP0762,2025-01-04,Present,7.1
AT22835,EMP0762,2025-01-05,Present,7.5
AT22836,EMP0762,2025-01-06,Present,7.1
AT22837,EMP0762,2025-01-07,Present,7.7
AT22838,EMP0762,2025-01-08,Present,8.8
AT22839,EMP0762,2025-01-09,Present,7.2
AT22840,EMP0762,2025-01-10,Present,8.5
AT22841,EMP0762,2025-01-11,Present,8.6
AT22842,EMP0762,2025-01-12,Present,8.5
AT22843,EMP0762,2025-01-13,Present,8.0
AT22844,EMP0762,2025-01-14,Absent,0.0
AT22845,EMP0762,2025-01-15,Present,8.2
AT22846,EMP0762,2025-01-16,Present,9.0
AT22847,EMP0762,2025-01-17,Present,8.1
AT22848,EMP0762,2025-01-18,Present,7.2
AT22849,EMP0762,2025-01-19,Present,8.0
AT22850,EMP0762,2025-01-20,Present,8.1
AT22851,EMP0762,2025-01-21,Present,7.7
AT22852,EMP0762,2025-01-22,Present,8.3
AT22853,EMP0762,2025-01-23,Present,7.1
AT22854,EMP0762,2025-01-24,Present,7.6
AT22855,EMP0762,2025-01-25,Present,8.5
AT22856,EMP0762,2025-01-26,Present,8.7
AT22857,EMP0762,2025-01-27,Present,8.0
AT22858,EMP0762,2025-01-28,Present,7.2
